condition_id,scene_id,direction_id,physx_collision_to_safe,curobo_collision_to_safe
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_102,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_103,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_104,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_105,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_106,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_107,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_108,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_109,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_110,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_111,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_112,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_113,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_114,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_115,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_116,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_117,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_118,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_119,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_120,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_121,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_122,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_123,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_124,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_125,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_126,False,False
formal_baseline_v1__inflation_020mm,formal_baseline_v1,direction_127,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_000,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_001,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_002,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_003,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_004,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_005,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_006,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_007,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_008,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_009,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_010,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_011,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_012,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_013,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_014,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_015,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_016,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_017,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_018,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_019,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_020,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_021,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_022,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_023,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_024,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_025,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_026,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_027,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_028,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_029,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_030,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_031,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_032,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_033,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_034,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_035,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_036,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_037,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_038,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_039,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_040,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_041,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_042,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_043,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_044,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_045,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_046,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_047,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_048,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_049,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_050,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_051,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_052,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_053,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_054,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_055,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_056,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_057,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_058,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_059,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_060,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_061,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_062,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_063,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_064,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_065,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_066,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_067,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_068,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_069,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_070,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_071,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_072,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_073,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_074,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_075,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_076,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_077,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_078,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_079,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_080,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_081,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_082,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_083,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_084,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_085,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_086,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_087,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_088,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_089,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_090,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_091,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_092,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_093,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_094,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_095,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_096,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_097,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_098,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_099,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_100,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_101,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_102,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_103,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_104,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_105,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_106,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_107,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_108,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_109,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_110,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_111,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_112,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_113,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_114,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_115,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_116,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_117,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_118,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_119,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_120,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_121,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_122,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_123,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_124,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_125,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_126,False,False
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,direction_127,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_000,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_001,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_002,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_003,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_004,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_005,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_006,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_007,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_008,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_009,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_010,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_011,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_012,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_013,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_014,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_015,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_016,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_017,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_018,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_019,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_020,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_021,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_022,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_023,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_024,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_025,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_026,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_027,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_028,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_029,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_030,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_031,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_032,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_033,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_034,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_035,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_036,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_037,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_038,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_039,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_040,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_041,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_042,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_043,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_044,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_045,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_046,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_047,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_048,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_049,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_050,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_051,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_052,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_053,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_054,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_055,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_056,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_057,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_058,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_059,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_060,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_061,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_062,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_063,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_064,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_065,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_066,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_067,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_068,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_069,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_070,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_071,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_072,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_073,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_074,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_075,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_076,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_077,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_078,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_079,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_080,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_081,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_082,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_083,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_084,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_085,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_086,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_087,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_088,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_089,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_090,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_091,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_092,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_093,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_094,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_095,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_096,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_097,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_098,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_099,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_100,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_101,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_102,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_103,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_104,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_105,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_106,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_107,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_108,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_109,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_110,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_111,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_112,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_113,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_114,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_115,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_116,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_117,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_118,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_119,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_120,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_121,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_122,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_123,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_124,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_125,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_126,False,False
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,direction_127,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_000,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_001,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_002,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_003,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_004,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_005,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_006,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_007,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_008,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_009,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_010,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_011,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_012,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_013,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_014,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_015,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_016,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_017,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_018,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_019,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_020,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_021,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_022,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_023,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_024,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_025,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_026,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_027,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_028,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_029,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_030,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_031,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_032,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_033,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_034,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_035,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_036,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_037,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_038,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_039,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_040,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_041,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_042,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_043,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_044,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_045,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_046,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_047,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_048,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_049,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_050,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_051,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_052,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_053,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_054,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_055,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_056,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_057,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_058,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_059,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_060,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_061,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_062,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_063,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_064,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_065,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_066,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_067,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_068,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_069,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_070,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_071,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_072,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_073,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_074,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_075,False,False
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,direction_076,False,False
