condition_id,scene_id,inflation_mm,engine,threshold_category_mm,direction_count
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,48,1
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,50,0
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,52,1
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,54,2
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,56,1
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,58,0
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,60,0
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,curobo,>60,79
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,2,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,4,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,6,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,8,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,10,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,12,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,14,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,16,3
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,18,5
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,20,5
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,22,6
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,24,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,26,3
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,28,4
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,30,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,32,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,34,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,36,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,38,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,40,3
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,42,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,44,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,46,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,48,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,50,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,52,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,54,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,56,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,58,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,60,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,physx,>60,84
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,2,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,4,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,6,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,8,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,10,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,12,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,14,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,16,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,18,5
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,20,5
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,22,5
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,24,3
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,26,4
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,28,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,30,4
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,32,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,34,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,36,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,38,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,40,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,42,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,44,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,46,2
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,48,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,50,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,52,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,54,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,56,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,58,0
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,60,1
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,curobo,>60,84
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,2,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,4,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,6,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,8,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,10,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,12,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,14,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,16,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,18,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,20,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,22,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,24,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,26,5
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,28,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,30,6
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,32,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,34,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,36,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,38,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,40,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,42,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,44,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,46,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,48,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,50,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,52,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,54,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,56,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,58,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,60,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,physx,>60,88
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,2,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,4,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,6,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,8,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,10,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,12,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,14,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,16,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,18,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,20,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,22,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,24,4
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,26,6
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,28,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,30,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,32,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,34,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,36,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,38,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,40,3
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,42,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,44,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,46,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,48,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,50,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,52,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,54,0
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,56,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,58,2
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,60,1
multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,curobo,>60,88
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,2,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,4,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,6,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,8,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,10,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,12,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,14,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,16,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,18,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,20,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,22,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,24,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,26,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,28,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,30,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,32,5
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,34,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,36,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,38,4
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,40,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,42,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,44,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,46,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,48,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,50,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,52,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,54,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,56,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,58,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,60,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,physx,>60,94
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,2,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,4,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,6,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,8,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,10,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,12,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,14,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,16,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,18,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,20,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,22,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,24,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,26,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,28,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,30,4
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,32,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,34,4
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,36,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,38,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,40,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,42,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,44,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,46,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,48,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,50,3
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,52,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,54,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,56,0
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,58,2
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,60,1
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,curobo,>60,94
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,2,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,4,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,6,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,8,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,10,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,12,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,14,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,16,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,18,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,20,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,22,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,24,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,26,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,28,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,30,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,32,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,34,3
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,36,3
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,38,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,40,4
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,42,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,44,4
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,46,3
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,48,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,50,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,52,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,54,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,56,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,58,3
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,60,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,physx,>60,97
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,2,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,4,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,6,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,8,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,10,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,12,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,14,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,16,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,18,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,20,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,22,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,24,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,26,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,28,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,30,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,32,0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,34,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,36,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,38,4
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,40,4
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,42,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,44,3
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,46,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,48,4
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,50,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,52,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,54,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,56,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,58,1
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,60,2
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,curobo,>60,99
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,2,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,4,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,6,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,8,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,10,4
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,12,9
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,14,8
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,16,6
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,18,4
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,20,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,22,6
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,24,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,26,3
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,28,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,30,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,32,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,34,2
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,36,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,38,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,40,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,42,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,44,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,46,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,48,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,50,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,52,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,54,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,56,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,58,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,60,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,physx,>60,77
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,2,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,4,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,6,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,8,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,10,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,12,8
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,14,10
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,16,4
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,18,7
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,20,2
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,22,2
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,24,4
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,26,2
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,28,3
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,30,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,32,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,34,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,36,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,38,2
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,40,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,42,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,44,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,46,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,48,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,50,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,52,1
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,54,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,56,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,58,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,60,0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,curobo,>60,79
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,2,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,4,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,6,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,8,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,10,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,12,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,14,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,16,2
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,18,7
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,20,6
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,22,5
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,24,3
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,26,5
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,28,3
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,30,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,32,2
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,34,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,36,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,38,2
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,40,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,42,4
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,44,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,46,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,48,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,50,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,52,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,54,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,56,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,58,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,60,1
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,physx,>60,82
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,curobo,2,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,curobo,4,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,curobo,6,0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,curobo,8,0
