condition_id,scene_id,inflation_mm,budget_mm,direction_count,physx_collisions,physx_collision_rate,physx_safe_retention_rate,curobo_collisions,curobo_collision_rate
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,30,128,6,0.046875,0.953125,5,0.0390625
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,32,128,11,0.0859375,0.9140625,8,0.0625
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,34,128,12,0.09375,0.90625,12,0.09375
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,36,128,15,0.1171875,0.8828125,14,0.109375
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,38,128,19,0.1484375,0.8515625,16,0.125
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,40,128,20,0.15625,0.84375,19,0.1484375
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,42,128,22,0.171875,0.828125,21,0.1640625
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,44,128,22,0.171875,0.828125,22,0.171875
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,46,128,25,0.1953125,0.8046875,25,0.1953125
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,48,128,26,0.203125,0.796875,25,0.1953125
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,50,128,29,0.2265625,0.7734375,28,0.21875
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,52,128,29,0.2265625,0.7734375,29,0.2265625
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,54,128,31,0.2421875,0.7578125,31,0.2421875
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,56,128,32,0.25,0.75,31,0.2421875
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,58,128,33,0.2578125,0.7421875,33,0.2578125
multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,60,128,34,0.265625,0.734375,34,0.265625
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,22,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,24,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,26,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,28,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,30,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,32,128,0,0.0,1.0,0,0.0
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,34,128,3,0.0234375,0.9765625,2,0.015625
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,36,128,6,0.046875,0.953125,4,0.03125
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,38,128,8,0.0625,0.9375,8,0.0625
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,40,128,12,0.09375,0.90625,12,0.09375
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,42,128,13,0.1015625,0.8984375,13,0.1015625
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,44,128,17,0.1328125,0.8671875,16,0.125
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,46,128,20,0.15625,0.84375,17,0.1328125
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,48,128,22,0.171875,0.828125,21,0.1640625
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,50,128,22,0.171875,0.828125,22,0.171875
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,52,128,24,0.1875,0.8125,23,0.1796875
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,54,128,25,0.1953125,0.8046875,25,0.1953125
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,56,128,26,0.203125,0.796875,26,0.203125
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,58,128,29,0.2265625,0.7734375,27,0.2109375
multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,60,128,31,0.2421875,0.7578125,29,0.2265625
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,10,128,4,0.03125,0.96875,0,0.0
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,12,128,13,0.1015625,0.8984375,8,0.0625
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,14,128,21,0.1640625,0.8359375,18,0.140625
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,16,128,27,0.2109375,0.7890625,22,0.171875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,18,128,31,0.2421875,0.7578125,29,0.2265625
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,20,128,32,0.25,0.75,31,0.2421875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,22,128,38,0.296875,0.703125,33,0.2578125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,24,128,39,0.3046875,0.6953125,37,0.2890625
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,26,128,42,0.328125,0.671875,39,0.3046875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,28,128,42,0.328125,0.671875,42,0.328125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,30,128,43,0.3359375,0.6640625,42,0.328125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,32,128,43,0.3359375,0.6640625,43,0.3359375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,34,128,45,0.3515625,0.6484375,43,0.3359375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,36,128,46,0.359375,0.640625,44,0.34375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,38,128,47,0.3671875,0.6328125,46,0.359375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,40,128,48,0.375,0.625,47,0.3671875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,42,128,48,0.375,0.625,47,0.3671875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,44,128,49,0.3828125,0.6171875,47,0.3671875
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,46,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,48,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,50,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,52,128,50,0.390625,0.609375,49,0.3828125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,54,128,50,0.390625,0.609375,49,0.3828125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,56,128,51,0.3984375,0.6015625,49,0.3828125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,58,128,51,0.3984375,0.6015625,49,0.3828125
multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,60,128,51,0.3984375,0.6015625,49,0.3828125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,16,128,2,0.015625,0.984375,0,0.0
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,18,128,9,0.0703125,0.9296875,8,0.0625
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,20,128,15,0.1171875,0.8828125,10,0.078125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,22,128,20,0.15625,0.84375,16,0.125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,24,128,23,0.1796875,0.8203125,21,0.1640625
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,26,128,28,0.21875,0.78125,24,0.1875
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,28,128,31,0.2421875,0.7578125,27,0.2109375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,30,128,32,0.25,0.75,29,0.2265625
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,32,128,34,0.265625,0.734375,33,0.2578125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,34,128,35,0.2734375,0.7265625,34,0.265625
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,36,128,35,0.2734375,0.7265625,35,0.2734375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,38,128,37,0.2890625,0.7109375,35,0.2734375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,40,128,37,0.2890625,0.7109375,36,0.28125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,42,128,41,0.3203125,0.6796875,36,0.28125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,44,128,42,0.328125,0.671875,41,0.3203125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,46,128,43,0.3359375,0.6640625,42,0.328125
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,48,128,43,0.3359375,0.6640625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,50,128,43,0.3359375,0.6640625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,52,128,44,0.34375,0.65625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,54,128,44,0.34375,0.65625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,56,128,44,0.34375,0.65625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,58,128,44,0.34375,0.65625,43,0.3359375
multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,60,128,45,0.3515625,0.6484375,43,0.3359375
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,22,128,1,0.0078125,0.9921875,0,0.0
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,24,128,5,0.0390625,0.9609375,3,0.0234375
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,26,128,12,0.09375,0.90625,8,0.0625
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,28,128,15,0.1171875,0.8828125,12,0.09375
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,30,128,19,0.1484375,0.8515625,16,0.125
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,32,128,21,0.1640625,0.8359375,21,0.1640625
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,34,128,26,0.203125,0.796875,22,0.171875
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,36,128,28,0.21875,0.78125,26,0.203125
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,38,128,29,0.2265625,0.7734375,28,0.21875
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,40,128,30,0.234375,0.765625,29,0.2265625
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,42,128,32,0.25,0.75,30,0.234375
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,44,128,32,0.25,0.75,32,0.25
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,46,128,34,0.265625,0.734375,32,0.25
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,48,128,35,0.2734375,0.7265625,32,0.25
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,50,128,35,0.2734375,0.7265625,34,0.265625
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,52,128,39,0.3046875,0.6953125,35,0.2734375
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,54,128,39,0.3046875,0.6953125,36,0.28125
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,56,128,40,0.3125,0.6875,38,0.296875
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,58,128,40,0.3125,0.6875,39,0.3046875
multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,60,128,41,0.3203125,0.6796875,39,0.3046875
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,22,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,24,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,26,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,28,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,30,128,4,0.03125,0.96875,0,0.0
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,32,128,8,0.0625,0.9375,5,0.0390625
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,34,128,14,0.109375,0.890625,7,0.0546875
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,36,128,17,0.1328125,0.8671875,14,0.109375
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,38,128,21,0.1640625,0.8359375,16,0.125
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,40,128,25,0.1953125,0.8046875,18,0.140625
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,42,128,28,0.21875,0.78125,21,0.1640625
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,44,128,28,0.21875,0.78125,26,0.203125
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,46,128,31,0.2421875,0.7578125,29,0.2265625
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,48,128,33,0.2578125,0.7421875,31,0.2421875
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,50,128,33,0.2578125,0.7421875,30,0.234375
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,52,128,35,0.2734375,0.7265625,31,0.2421875
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,54,128,37,0.2890625,0.7109375,32,0.25
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,56,128,36,0.28125,0.71875,33,0.2578125
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,58,128,37,0.2890625,0.7109375,35,0.2734375
multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,60,128,38,0.296875,0.703125,35,0.2734375
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,22,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,24,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,26,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,28,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,30,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,32,128,0,0.0,1.0,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,34,128,2,0.015625,0.984375,0,0.0
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,36,128,10,0.078125,0.921875,1,0.0078125
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,38,128,16,0.125,0.875,6,0.046875
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,40,128,21,0.1640625,0.8359375,13,0.1015625
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,42,128,24,0.1875,0.8125,17,0.1328125
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,44,128,25,0.1953125,0.8046875,22,0.171875
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,46,128,28,0.21875,0.78125,24,0.1875
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,48,128,31,0.2421875,0.7578125,26,0.203125
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,50,128,31,0.2421875,0.7578125,26,0.203125
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,52,128,33,0.2578125,0.7421875,29,0.2265625
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,54,128,35,0.2734375,0.7265625,31,0.2421875
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,56,128,36,0.28125,0.71875,32,0.25
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,58,128,36,0.28125,0.71875,34,0.265625
multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,60,128,37,0.2890625,0.7109375,35,0.2734375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,8,128,2,0.015625,0.984375,0,0.0
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,10,128,15,0.1171875,0.8828125,0,0.0
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,12,128,22,0.171875,0.828125,10,0.078125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,14,128,27,0.2109375,0.7890625,18,0.140625
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,16,128,31,0.2421875,0.7578125,24,0.1875
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,18,128,35,0.2734375,0.7265625,28,0.21875
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,20,128,36,0.28125,0.71875,32,0.25
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,22,128,38,0.296875,0.703125,32,0.25
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,24,128,40,0.3125,0.6875,36,0.28125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,26,128,41,0.3203125,0.6796875,40,0.3125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,28,128,44,0.34375,0.65625,40,0.3125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,30,128,45,0.3515625,0.6484375,40,0.3125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,32,128,46,0.359375,0.640625,42,0.328125
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,34,128,46,0.359375,0.640625,44,0.34375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,36,128,47,0.3671875,0.6328125,44,0.34375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,38,128,48,0.375,0.625,46,0.359375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,40,128,48,0.375,0.625,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,42,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,44,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,46,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,48,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,50,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,52,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,54,128,49,0.3828125,0.6171875,48,0.375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,56,128,49,0.3828125,0.6171875,50,0.390625
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,58,128,50,0.390625,0.609375,51,0.3984375
multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,60,128,50,0.390625,0.609375,51,0.3984375
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,14,128,6,0.046875,0.953125,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,16,128,12,0.09375,0.90625,0,0.0
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,18,128,18,0.140625,0.859375,9,0.0703125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,20,128,22,0.171875,0.828125,14,0.109375
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,22,128,26,0.203125,0.796875,18,0.140625
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,24,128,27,0.2109375,0.7890625,21,0.1640625
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,26,128,30,0.234375,0.765625,25,0.1953125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,28,128,30,0.234375,0.765625,28,0.21875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,30,128,35,0.2734375,0.7265625,31,0.2421875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,32,128,36,0.28125,0.71875,31,0.2421875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,34,128,36,0.28125,0.71875,32,0.25
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,36,128,38,0.296875,0.703125,35,0.2734375
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,38,128,40,0.3125,0.6875,37,0.2890625
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,40,128,40,0.3125,0.6875,38,0.296875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,42,128,41,0.3203125,0.6796875,39,0.3046875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,44,128,42,0.328125,0.671875,39,0.3046875
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,46,128,42,0.328125,0.671875,40,0.3125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,48,128,44,0.34375,0.65625,41,0.3203125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,50,128,46,0.359375,0.640625,42,0.328125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,52,128,46,0.359375,0.640625,42,0.328125
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,54,128,46,0.359375,0.640625,42,0.328125
