condition_id,scene_id,inflation_mm,direction_id,curobo_first_sampled_collision_mm,physx_first_sampled_collision_mm,delta_physx_minus_curobo_mm,boundary_status
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_122,32.0,30.0,-2.0,physx_earlier
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_123,30.0,30.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_124,30.0,30.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_125,30.0,28.0,-2.0,physx_earlier
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_126,28.0,28.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,direction_127,28.0,28.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_000,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_001,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_002,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_003,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_004,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_005,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_006,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_007,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_008,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_009,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_010,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_011,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_012,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_013,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_014,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_015,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_016,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_017,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_018,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_019,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_020,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_021,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_022,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_023,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_024,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_025,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_026,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_027,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_028,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_029,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_030,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_031,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_032,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_033,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_034,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_035,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_036,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_037,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_038,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_039,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_040,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_041,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_042,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_043,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_044,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_045,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_046,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_047,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_048,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_049,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_050,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_051,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_052,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_053,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_054,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_055,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_056,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_057,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_058,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_059,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_060,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_061,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_062,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_063,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_064,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_065,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_066,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_067,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_068,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_069,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_070,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_071,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_072,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_073,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_074,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_075,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_076,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_077,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_078,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_079,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_080,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_081,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_082,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_083,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_084,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_085,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_086,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_087,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_088,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_089,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_090,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_091,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_092,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_093,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_094,,60.0,,physx_only_observed
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_095,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_096,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_097,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_098,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_099,54.0,50.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_100,,,,both_right_censored
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_101,,60.0,,physx_only_observed
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_102,52.0,52.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_103,60.0,58.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_104,54.0,48.0,-6.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_105,54.0,54.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_106,58.0,52.0,-6.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_107,44.0,44.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_108,52.0,52.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_109,52.0,46.0,-6.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_110,46.0,44.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_111,50.0,46.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_112,42.0,40.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_113,46.0,46.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_114,46.0,42.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_115,40.0,38.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_116,42.0,42.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_117,42.0,36.0,-6.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_118,40.0,40.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_119,42.0,38.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_120,36.0,34.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_121,40.0,38.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_122,38.0,34.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_123,36.0,34.0,-2.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_124,36.0,36.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_125,36.0,32.0,-4.0,physx_earlier
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_126,34.0,34.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,direction_127,34.0,32.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_000,12.0,12.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_001,12.0,12.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_002,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_003,12.0,12.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_004,14.0,12.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_005,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_006,12.0,12.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_007,16.0,14.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_008,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_009,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_010,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_011,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_012,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_013,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_014,14.0,14.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_015,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_016,16.0,14.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_017,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_018,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_019,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_020,20.0,20.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_021,20.0,18.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_022,18.0,16.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_023,24.0,22.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_024,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_025,22.0,22.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_026,22.0,22.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_027,18.0,16.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_028,28.0,26.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_029,24.0,24.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_030,22.0,20.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_031,30.0,28.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_032,22.0,20.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_033,32.0,30.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_034,32.0,30.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_035,20.0,20.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_036,40.0,38.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_037,32.0,30.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_038,32.0,30.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_039,38.0,38.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_040,24.0,22.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_041,48.0,48.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_042,54.0,48.0,-6.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_043,30.0,28.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_044,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_045,44.0,40.0,-4.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_046,54.0,54.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_047,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_048,30.0,32.0,2.0,physx_later
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_049,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_050,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_051,56.0,52.0,-4.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_052,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_053,,58.0,,physx_only_observed
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_054,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_055,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_056,52.0,48.0,-4.0,physx_earlier
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_057,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_058,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_059,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_060,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_061,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_062,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_063,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_064,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_065,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_066,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_067,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_068,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_069,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_070,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_071,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_072,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_073,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_074,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_075,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_076,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_077,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_078,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_079,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_080,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_081,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_082,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_083,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_084,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_085,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_086,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_087,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_088,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_089,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_090,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_091,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_092,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_093,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_094,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_095,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_096,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_097,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_098,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_099,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_100,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_101,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_102,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_103,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_104,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_105,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_106,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_107,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_108,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_109,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_110,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_111,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_112,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_113,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_114,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_115,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_116,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_117,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_118,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_119,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_120,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_121,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_122,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_123,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_124,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_125,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_126,,,,both_right_censored
multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,direction_127,,,,both_right_censored
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_000,18.0,16.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_001,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_002,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_003,16.0,16.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_004,20.0,18.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_005,20.0,20.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_006,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_007,20.0,20.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_008,18.0,20.0,2.0,physx_later
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_009,18.0,18.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_010,22.0,22.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_011,20.0,18.0,-2.0,physx_earlier
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_012,22.0,22.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_013,22.0,22.0,0.0,exact_sampled_agreement
multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,direction_014,20.0,20.0,0.0,exact_sampled_agreement
