coarse_trial_count,coarse_agreement_count,coarse_agreement_fraction,coarse_curobo_safe_physx_collision_count,coarse_curobo_collision_physx_safe_count,refinement_trial_count,refinement_agreement_count,refinement_curobo_safe_physx_collision_count,refinement_curobo_collision_physx_safe_count,both_engines_observed_boundary_count,median_absolute_boundary_midpoint_difference_deg,maximum_absolute_boundary_midpoint_difference_deg,boundary_comparison_note
392,390,0.9948979591836735,1,1,42,26,10,6,10,0.21875,0.78125,cuRobo used the PhysX-selected refinement queries; some cuRobo intervals therefore remain coarser than 0.1 deg
