attempt_id,phase,round_id,execution_position,position_within_round,condition_id,scene_id,inflation_mm,planning_success,failure_reason,planning_reported_solve_time_s,planning_reported_total_time_s,measured_wall_time_s,trajectory_shape,trajectory_finite,maximum_absolute_joint_difference_rad,mean_absolute_joint_difference_rad,trajectory_length_rad,frozen_trajectory_length_rad,trajectory_length_difference_rad,exact_frozen_trajectory_match,tolerance_frozen_trajectory_match_1e_7_rad,status,error
round_16__position_01__multiscene_candidate_001__inflation_000mm,measured,16,301,1,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.026004480361938476,0.03484393692016602,0.035273933004646096,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_16__position_02__multiscene_candidate_001__inflation_005mm,measured,16,302,2,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.026261600494384765,0.03481414413452148,0.03522564799641259,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_16__position_03__multiscene_candidate_001__inflation_010mm,measured,16,303,3,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.0277837438583374,0.03648428726196289,0.036891992000164464,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_16__position_04__multiscene_candidate_001__inflation_015mm,measured,16,304,4,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.025626240730285646,0.034318592071533205,0.0347267990000546,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_16__position_05__multiscene_candidate_001__inflation_020mm,measured,16,305,5,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.027759520530700684,0.0364543342590332,0.03687981400435092,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_16__position_06__multiscene_candidate_005__inflation_000mm,measured,16,306,6,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.027263744354248047,0.03580601501464844,0.036238811000657734,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_16__position_07__multiscene_candidate_005__inflation_005mm,measured,16,307,7,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.033876735687255854,0.04533427047729492,0.04573538200202165,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_16__position_08__multiscene_candidate_005__inflation_010mm,measured,16,308,8,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.028399168014526365,0.03712409591674805,0.03753355799562996,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_16__position_09__multiscene_candidate_005__inflation_015mm,measured,16,309,9,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026450016021728515,0.035195903778076174,0.03564609400200425,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_16__position_10__multiscene_candidate_005__inflation_020mm,measured,16,310,10,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.025676992416381834,0.03575484848022461,0.03615681499650236,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_16__position_11__multiscene_candidate_006__inflation_000mm,measured,16,311,11,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.027945440292358396,0.037018848419189454,0.03744251099851681,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_16__position_12__multiscene_candidate_006__inflation_005mm,measured,16,312,12,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.027311103820800785,0.03596083068847656,0.036380290002853144,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_16__position_13__multiscene_candidate_006__inflation_010mm,measured,16,313,13,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.027914079666137695,0.03663257598876953,0.0370691709977109,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_16__position_14__multiscene_candidate_006__inflation_015mm,measured,16,314,14,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.02727903938293457,0.03682870483398438,0.03723452800477389,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_16__position_15__multiscene_candidate_006__inflation_020mm,measured,16,315,15,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.027470975875854495,0.03589555358886719,0.036299298000812996,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_16__position_16__formal_baseline_v1__inflation_000mm,measured,16,316,16,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.02708512020111084,0.035777599334716796,0.03618568900128594,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_16__position_17__formal_baseline_v1__inflation_005mm,measured,16,317,17,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.02566348838806152,0.034374656677246096,0.03493444799823919,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_16__position_18__formal_baseline_v1__inflation_010mm,measured,16,318,18,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.026765407562255858,0.03555673599243164,0.03600070800166577,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_16__position_19__formal_baseline_v1__inflation_015mm,measured,16,319,19,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03420921611785889,0.04675174331665039,0.04715233300521504,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_16__position_20__formal_baseline_v1__inflation_020mm,measured,16,320,20,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02613017654418945,0.03456633758544922,0.034970519998751115,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_17__position_01__multiscene_candidate_005__inflation_010mm,measured,17,321,1,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.025949983596801757,0.034430782318115236,0.0348395269975299,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_17__position_02__multiscene_candidate_005__inflation_015mm,measured,17,322,2,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.025878079414367677,0.03424460983276367,0.03465576600137865,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_17__position_03__multiscene_candidate_005__inflation_020mm,measured,17,323,3,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02623187255859375,0.035166206359863283,0.035641823000332806,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_17__position_04__multiscene_candidate_006__inflation_000mm,measured,17,324,4,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.02622371101379395,0.03515929412841797,0.03566051400412107,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_17__position_05__multiscene_candidate_006__inflation_005mm,measured,17,325,5,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.02625510311126709,0.034683456420898436,0.03508487899671309,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_17__position_06__multiscene_candidate_006__inflation_010mm,measured,17,326,6,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.025841279983520506,0.03422320175170898,0.03462479099835036,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_17__position_07__multiscene_candidate_006__inflation_015mm,measured,17,327,7,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.026289567947387696,0.03469311904907227,0.03509343899349915,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_17__position_08__multiscene_candidate_006__inflation_020mm,measured,17,328,8,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.02693462371826172,0.035479232788085936,0.03588219700031914,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_17__position_09__formal_baseline_v1__inflation_000mm,measured,17,329,9,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025315552711486815,0.0337949104309082,0.03419391700299457,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_17__position_10__formal_baseline_v1__inflation_005mm,measured,17,330,10,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.02766713619232178,0.03639321517944336,0.03681751100521069,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_17__position_11__formal_baseline_v1__inflation_010mm,measured,17,331,11,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.025843135833740233,0.034721343994140626,0.035155490004399326,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_17__position_12__formal_baseline_v1__inflation_015mm,measured,17,332,12,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.035058591842651365,0.0466561279296875,0.04708751799626043,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_17__position_13__formal_baseline_v1__inflation_020mm,measured,17,333,13,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.026108832359313966,0.034660545349121094,0.035077555003226735,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_17__position_14__multiscene_candidate_001__inflation_000mm,measured,17,334,14,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025020639419555665,0.03348992156982422,0.03389745399908861,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_17__position_15__multiscene_candidate_001__inflation_005mm,measured,17,335,15,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02602774429321289,0.034651134490966795,0.0350788880023174,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_17__position_16__multiscene_candidate_001__inflation_010mm,measured,17,336,16,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.025927136421203617,0.03457740783691406,0.03499545999511611,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_17__position_17__multiscene_candidate_001__inflation_015mm,measured,17,337,17,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026232223510742187,0.03473756790161133,0.03515110700391233,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_17__position_18__multiscene_candidate_001__inflation_020mm,measured,17,338,18,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.026051615715026857,0.035079296112060544,0.03548245399724692,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_17__position_19__multiscene_candidate_005__inflation_000mm,measured,17,339,19,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.026039616584777832,0.03488972854614258,0.03529858800175134,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_17__position_20__multiscene_candidate_005__inflation_005mm,measured,17,340,20,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03418752002716065,0.04610172653198242,0.04657655700430041,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_18__position_01__multiscene_candidate_006__inflation_020mm,measured,18,341,1,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.02733315181732178,0.03585935974121094,0.036271819000830874,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_18__position_02__formal_baseline_v1__inflation_000mm,measured,18,342,2,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025698143959045412,0.034167999267578124,0.03458316700562136,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_18__position_03__formal_baseline_v1__inflation_005mm,measured,18,343,3,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.025503583908081058,0.034522113800048826,0.034943790997203905,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_18__position_04__formal_baseline_v1__inflation_010mm,measured,18,344,4,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.027771807670593264,0.03645008087158203,0.03690231899963692,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_18__position_05__formal_baseline_v1__inflation_015mm,measured,18,345,5,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03385798358917236,0.04543142318725586,0.04584346399497008,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_18__position_06__formal_baseline_v1__inflation_020mm,measured,18,346,6,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02730406475067139,0.03587071990966797,0.03628497899626382,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_18__position_07__multiscene_candidate_001__inflation_000mm,measured,18,347,7,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025849279403686524,0.03489187240600586,0.03538598000159254,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_18__position_08__multiscene_candidate_001__inflation_005mm,measured,18,348,8,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02520364809036255,0.03542099380493164,0.035841233999235556,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_18__position_09__multiscene_candidate_001__inflation_010mm,measured,18,349,9,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.026303296089172368,0.034923519134521484,0.03533914699801244,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_18__position_10__multiscene_candidate_001__inflation_015mm,measured,18,350,10,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.025412768363952638,0.03492659378051758,0.03533205099665793,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_18__position_11__multiscene_candidate_001__inflation_020mm,measured,18,351,11,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02724384117126465,0.03561574554443359,0.036022012995090336,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_18__position_12__multiscene_candidate_005__inflation_000mm,measured,18,352,12,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.025895487785339358,0.03449923324584961,0.03493641599925468,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_18__position_13__multiscene_candidate_005__inflation_005mm,measured,18,353,13,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.033107903480529784,0.046191455841064454,0.04662946100143017,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_18__position_14__multiscene_candidate_005__inflation_010mm,measured,18,354,14,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.028561247825622558,0.03799619293212891,0.03849950100266142,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_18__position_15__multiscene_candidate_005__inflation_015mm,measured,18,355,15,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.027431103706359865,0.035983360290527344,0.03639960600412451,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_18__position_16__multiscene_candidate_005__inflation_020mm,measured,18,356,16,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02652739143371582,0.03541401672363281,0.03585741899587447,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_18__position_17__multiscene_candidate_006__inflation_000mm,measured,18,357,17,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.027301088333129886,0.03641161727905273,0.036824005997914355,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_18__position_18__multiscene_candidate_006__inflation_005mm,measured,18,358,18,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.027087039947509765,0.03553699111938476,0.035947210002632346,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_18__position_19__multiscene_candidate_006__inflation_010mm,measured,18,359,19,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.025224287986755373,0.034369537353515625,0.034885442997619975,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_18__position_20__multiscene_candidate_006__inflation_015mm,measured,18,360,20,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.02732665538787842,0.035749824523925784,0.03618700399965746,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_19__position_01__multiscene_candidate_001__inflation_005mm,measured,19,361,1,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.025495839118957524,0.03410435104370117,0.034509192999394145,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_19__position_02__multiscene_candidate_001__inflation_010mm,measured,19,362,2,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.026800511360168457,0.03561779022216797,0.0360414429960656,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_19__position_03__multiscene_candidate_001__inflation_015mm,measured,19,363,3,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.02711523246765137,0.035662689208984376,0.03607500499492744,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_19__position_04__multiscene_candidate_001__inflation_020mm,measured,19,364,4,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02556451225280762,0.03555500793457031,0.03608400299708592,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_19__position_05__multiscene_candidate_005__inflation_000mm,measured,19,365,5,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.025913759231567385,0.03446988677978516,0.03492846399603877,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_19__position_06__multiscene_candidate_005__inflation_005mm,measured,19,366,6,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03401020812988281,0.04705110549926758,0.047459253000852186,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_19__position_07__multiscene_candidate_005__inflation_010mm,measured,19,367,7,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.025635328292846683,0.03463372802734375,0.035049099002208095,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_19__position_08__multiscene_candidate_005__inflation_015mm,measured,19,368,8,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026258015632629396,0.03491945648193359,0.03535853000357747,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_19__position_09__multiscene_candidate_005__inflation_020mm,measured,19,369,9,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02612969589233398,0.035084991455078124,0.03552096800558502,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_19__position_10__multiscene_candidate_006__inflation_000mm,measured,19,370,10,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.025801696777343747,0.034331390380859375,0.03474346599978162,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_19__position_11__multiscene_candidate_006__inflation_005mm,measured,19,371,11,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.025927807807922365,0.034477054595947264,0.034884862005128525,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_19__position_12__multiscene_candidate_006__inflation_010mm,measured,19,372,12,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.025951040267944335,0.03474195098876953,0.03517245900002308,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_19__position_13__multiscene_candidate_006__inflation_015mm,measured,19,373,13,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.026323776245117187,0.03512652969360352,0.035697873994649854,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_19__position_14__multiscene_candidate_006__inflation_020mm,measured,19,374,14,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.025429663658142088,0.03399369430541992,0.03439684500335716,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_19__position_15__formal_baseline_v1__inflation_000mm,measured,19,375,15,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025436159133911136,0.033805313110351565,0.03421056600200245,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_19__position_16__formal_baseline_v1__inflation_005mm,measured,19,376,16,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.025427936553955078,0.034049793243408205,0.034457244000805076,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_19__position_17__formal_baseline_v1__inflation_010mm,measured,19,377,17,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.025950624465942384,0.03474195098876953,0.03517204800300533,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_19__position_18__formal_baseline_v1__inflation_015mm,measured,19,378,18,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.034150399208068845,0.0462597770690918,0.04676969700085465,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_19__position_19__formal_baseline_v1__inflation_020mm,measured,19,379,19,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.025922495841979983,0.03436563110351563,0.034788589997333474,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_19__position_20__multiscene_candidate_001__inflation_000mm,measured,19,380,20,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025155712127685546,0.03356671905517578,0.0339720319971093,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_20__position_01__multiscene_candidate_005__inflation_015mm,measured,20,381,1,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.02645695972442627,0.03492870330810547,0.03533323399460642,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_20__position_02__multiscene_candidate_005__inflation_020mm,measured,20,382,2,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.026649472236633304,0.03555327987670898,0.035984227994049434,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_20__position_03__multiscene_candidate_006__inflation_000mm,measured,20,383,3,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.025952351570129394,0.0345272331237793,0.034935263996885624,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_20__position_04__multiscene_candidate_006__inflation_005mm,measured,20,384,4,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.02583126449584961,0.03422934341430664,0.0346408839977812,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_20__position_05__multiscene_candidate_006__inflation_010mm,measured,20,385,5,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.02562921619415283,0.03474393463134766,0.03515276200050721,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_20__position_06__multiscene_candidate_006__inflation_015mm,measured,20,386,6,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.026260704040527345,0.03472681427001953,0.035133852004946675,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_20__position_07__multiscene_candidate_006__inflation_020mm,measured,20,387,7,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.025458688735961913,0.034431968688964844,0.03484602499520406,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_20__position_08__formal_baseline_v1__inflation_000mm,measured,20,388,8,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025819968223571778,0.034334720611572264,0.034805052004230674,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_20__position_09__formal_baseline_v1__inflation_005mm,measured,20,389,9,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.025404607772827152,0.0340052490234375,0.03441432699764846,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_20__position_10__formal_baseline_v1__inflation_010mm,measured,20,390,10,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.02716031932830811,0.03555327987670898,0.035960273002274334,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_20__position_11__formal_baseline_v1__inflation_015mm,measured,20,391,11,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03616559982299805,0.047803390502929685,0.04822149700339651,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_20__position_12__formal_baseline_v1__inflation_020mm,measured,20,392,12,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02605395221710205,0.035323902130126955,0.03575051599909784,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_20__position_13__multiscene_candidate_001__inflation_000mm,measured,20,393,13,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.027731360435485842,0.036596382141113284,0.037034999004390556,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_20__position_14__multiscene_candidate_001__inflation_005mm,measured,20,394,14,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.027098496437072753,0.03553283309936523,0.035945133000495844,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_20__position_15__multiscene_candidate_001__inflation_010mm,measured,20,395,15,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.025498688697814943,0.03554617691040039,0.03616159100056393,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
