attempt_id,phase,round_id,execution_position,position_within_round,condition_id,scene_id,inflation_mm,planning_success,failure_reason,planning_reported_solve_time_s,planning_reported_total_time_s,measured_wall_time_s,trajectory_shape,trajectory_finite,maximum_absolute_joint_difference_rad,mean_absolute_joint_difference_rad,trajectory_length_rad,frozen_trajectory_length_rad,trajectory_length_difference_rad,exact_frozen_trajectory_match,tolerance_frozen_trajectory_match_1e_7_rad,status,error
round_08__position_11__multiscene_candidate_006__inflation_020mm,measured,8,151,11,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.02600313663482666,0.03475724792480469,0.03517966700019315,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_08__position_12__formal_baseline_v1__inflation_000mm,measured,8,152,12,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.026259775161743163,0.03555942535400391,0.036009349998494145,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_08__position_13__formal_baseline_v1__inflation_005mm,measured,8,153,13,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.027678559303283695,0.03705855941772461,0.03753652700106613,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_08__position_14__formal_baseline_v1__inflation_010mm,measured,8,154,14,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.028004416465759276,0.037294174194335936,0.037742499000160024,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_08__position_15__formal_baseline_v1__inflation_015mm,measured,8,155,15,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.0345952320098877,0.047270912170410156,0.04768384999624686,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_08__position_16__formal_baseline_v1__inflation_020mm,measured,8,156,16,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02507564783096313,0.03640524673461914,0.0368458750017453,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_08__position_17__multiscene_candidate_001__inflation_000mm,measured,8,157,17,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.027467424392700196,0.036257793426513675,0.03672805299720494,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_08__position_18__multiscene_candidate_001__inflation_005mm,measured,8,158,18,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.025916735649108888,0.03452928161621094,0.034941773003083654,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_08__position_19__multiscene_candidate_001__inflation_010mm,measured,8,159,19,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.026227808952331545,0.036646751403808596,0.037129460004507564,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_08__position_20__multiscene_candidate_001__inflation_015mm,measured,8,160,20,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.0272672643661499,0.03571318435668945,0.03612378799880389,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_09__position_01__multiscene_candidate_006__inflation_005mm,measured,9,161,1,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.02798860740661621,0.03783436965942383,0.03826449000189314,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_09__position_02__multiscene_candidate_006__inflation_010mm,measured,9,162,2,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.026458432197570797,0.035087520599365235,0.03551003599568503,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_09__position_03__multiscene_candidate_006__inflation_015mm,measured,9,163,3,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.025464927673339844,0.03516643142700195,0.035581860000093,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_09__position_04__multiscene_candidate_006__inflation_020mm,measured,9,164,4,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.027006464004516603,0.0366512336730957,0.03730836499744328,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_09__position_05__formal_baseline_v1__inflation_000mm,measured,9,165,5,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.02571670341491699,0.03445564651489258,0.03489771800377639,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_09__position_06__formal_baseline_v1__inflation_005mm,measured,9,166,6,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.026081247329711912,0.037275390625,0.03770422800153028,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_09__position_07__formal_baseline_v1__inflation_010mm,measured,9,167,7,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.027571328163146974,0.03629584121704101,0.03672385400568601,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_09__position_08__formal_baseline_v1__inflation_015mm,measured,9,168,8,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03674848079681396,0.049146175384521484,0.04959056399820838,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_09__position_09__formal_baseline_v1__inflation_020mm,measured,9,169,9,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.026182335853576662,0.034829246520996095,0.03525830699800281,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_09__position_10__multiscene_candidate_001__inflation_000mm,measured,9,170,10,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025133984565734863,0.03525449752807617,0.035662564005178865,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_09__position_11__multiscene_candidate_001__inflation_005mm,measured,9,171,11,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02812944030761719,0.038319103240966795,0.03888342199934414,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_09__position_12__multiscene_candidate_001__inflation_010mm,measured,9,172,12,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.02630495929718018,0.03488671875,0.035294683002575766,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_09__position_13__multiscene_candidate_001__inflation_015mm,measured,9,173,13,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026044288635253904,0.03519807815551758,0.03562473499914631,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_09__position_14__multiscene_candidate_001__inflation_020mm,measured,9,174,14,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02679436779022217,0.03562700653076172,0.03606097299780231,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_09__position_15__multiscene_candidate_005__inflation_000mm,measured,9,175,15,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02632489585876465,0.034931873321533205,0.0353351459998521,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_09__position_16__multiscene_candidate_005__inflation_005mm,measured,9,176,16,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03581350421905517,0.048207584381103515,0.04868054500548169,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_09__position_17__multiscene_candidate_005__inflation_010mm,measured,9,177,17,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.02655123138427734,0.03537408065795898,0.035798209995846264,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_09__position_18__multiscene_candidate_005__inflation_015mm,measured,9,178,18,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026122655868530277,0.035456192016601565,0.03586852800071938,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_09__position_19__multiscene_candidate_005__inflation_020mm,measured,9,179,19,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.025511199951171876,0.03439513778686523,0.03482214100222336,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_09__position_20__multiscene_candidate_006__inflation_000mm,measured,9,180,20,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.025959872245788575,0.03484118270874023,0.03534185500029707,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_10__position_01__formal_baseline_v1__inflation_015mm,measured,10,181,1,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.035056543350219724,0.04722585678100586,0.04774976900080219,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_10__position_02__formal_baseline_v1__inflation_020mm,measured,10,182,2,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02552934455871582,0.03457331085205078,0.03503393300343305,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_10__position_03__multiscene_candidate_001__inflation_000mm,measured,10,183,3,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025745600700378415,0.0344268798828125,0.03495376499631675,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_10__position_04__multiscene_candidate_001__inflation_005mm,measured,10,184,4,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.025587935447692875,0.03574470520019531,0.036146521000773646,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_10__position_05__multiscene_candidate_001__inflation_010mm,measured,10,185,5,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.027245152473449705,0.036603904724121096,0.037045409000711516,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_10__position_06__multiscene_candidate_001__inflation_015mm,measured,10,186,6,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026253727912902834,0.03486412811279297,0.035291424006572925,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_10__position_07__multiscene_candidate_001__inflation_020mm,measured,10,187,7,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.025453664779663085,0.03441980743408203,0.034949932000017725,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_10__position_08__multiscene_candidate_005__inflation_000mm,measured,10,188,8,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.026503711700439456,0.035655681610107424,0.036309278999397065,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_10__position_09__multiscene_candidate_005__inflation_005mm,measured,10,189,9,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.034941696166992185,0.046972640991210936,0.04744339500030037,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_10__position_10__multiscene_candidate_005__inflation_010mm,measured,10,190,10,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.027500160217285158,0.03718041610717773,0.03762706200359389,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_10__position_11__multiscene_candidate_005__inflation_015mm,measured,10,191,11,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026296383857727052,0.034915328979492184,0.03536764599994058,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_10__position_12__multiscene_candidate_005__inflation_020mm,measured,10,192,12,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02682639980316162,0.03615462493896485,0.03659187199809821,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_10__position_13__multiscene_candidate_006__inflation_000mm,measured,10,193,13,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.02563126468658447,0.0343548469543457,0.03478867800004082,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_10__position_14__multiscene_candidate_006__inflation_005mm,measured,10,194,14,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.02587113571166992,0.03433881759643555,0.034747537996736355,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_10__position_15__multiscene_candidate_006__inflation_010mm,measured,10,195,15,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.027771872520446775,0.03707295989990234,0.03749275500013027,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_10__position_16__multiscene_candidate_006__inflation_015mm,measured,10,196,16,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.025969407081604008,0.03537692642211914,0.035800912002741825,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_10__position_17__multiscene_candidate_006__inflation_020mm,measured,10,197,17,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.027965535163879392,0.03721289443969727,0.0376435739963199,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_10__position_18__formal_baseline_v1__inflation_000mm,measured,10,198,18,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.026965855598449703,0.035644222259521484,0.03605948000040371,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_10__position_19__formal_baseline_v1__inflation_005mm,measured,10,199,19,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.02585158443450928,0.03446518325805664,0.034905865002656356,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_10__position_20__formal_baseline_v1__inflation_010mm,measured,10,200,20,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.02680944061279297,0.03640627288818359,0.037007819999416824,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_11__position_01__multiscene_candidate_005__inflation_000mm,measured,11,201,1,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.026277791976928713,0.0347716178894043,0.03517943300539628,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_11__position_02__multiscene_candidate_005__inflation_005mm,measured,11,202,2,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03348710346221924,0.048304576873779294,0.04871540300518973,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_11__position_03__multiscene_candidate_005__inflation_010mm,measured,11,203,3,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.026690944671630856,0.035676223754882816,0.0361443300062092,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_11__position_04__multiscene_candidate_005__inflation_015mm,measured,11,204,4,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.028516032218933104,0.037642078399658205,0.03806864900252549,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_11__position_05__multiscene_candidate_005__inflation_020mm,measured,11,205,5,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.027985024452209472,0.03662723159790039,0.037038495000160765,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_11__position_06__multiscene_candidate_006__inflation_000mm,measured,11,206,6,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.025871104240417483,0.034740638732910153,0.035147971000697,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_11__position_07__multiscene_candidate_006__inflation_005mm,measured,11,207,7,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.027794655799865724,0.03712947082519531,0.03755086299497634,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_11__position_08__multiscene_candidate_006__inflation_010mm,measured,11,208,8,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.027372511863708496,0.035906784057617186,0.036316112003987655,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_11__position_09__multiscene_candidate_006__inflation_015mm,measured,11,209,9,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.02483407974243164,0.03543142318725586,0.03586072599864565,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_11__position_10__multiscene_candidate_006__inflation_020mm,measured,11,210,10,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.027793056488037114,0.036509376525878906,0.036929312998836394,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_11__position_11__formal_baseline_v1__inflation_000mm,measured,11,211,11,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.02683718395233154,0.03565750503540039,0.03608871299366001,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_11__position_12__formal_baseline_v1__inflation_005mm,measured,11,212,12,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.026262399673461913,0.03668041610717773,0.03715793999435846,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_11__position_13__formal_baseline_v1__inflation_010mm,measured,11,213,13,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.027620511054992677,0.03614860916137695,0.03655769999750191,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_11__position_14__formal_baseline_v1__inflation_015mm,measured,11,214,14,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03818963241577149,0.05050592041015625,0.05093016700266162,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_11__position_15__formal_baseline_v1__inflation_020mm,measured,11,215,15,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.026805407524108885,0.03546419143676758,0.035890639999706764,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_11__position_16__multiscene_candidate_001__inflation_000mm,measured,11,216,16,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.025717376708984375,0.03649228668212891,0.03691107899794588,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_11__position_17__multiscene_candidate_001__inflation_005mm,measured,11,217,17,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02593424034118652,0.03438681411743164,0.034798558001057245,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_11__position_18__multiscene_candidate_001__inflation_010mm,measured,11,218,18,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.027319199562072755,0.0362212142944336,0.03665277300024172,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_11__position_19__multiscene_candidate_001__inflation_015mm,measured,11,219,19,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.027201601028442386,0.03668582534790039,0.03714107099949615,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_11__position_20__multiscene_candidate_001__inflation_020mm,measured,11,220,20,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.027691168785095213,0.036156478881835936,0.03656888199475361,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_12__position_01__multiscene_candidate_006__inflation_010mm,measured,12,221,1,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.02644092845916748,0.03559731292724609,0.03601643900037743,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_12__position_02__multiscene_candidate_006__inflation_015mm,measured,12,222,2,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.0248919997215271,0.03447331237792969,0.03504531400540145,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_12__position_03__multiscene_candidate_006__inflation_020mm,measured,12,223,3,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.026056704521179197,0.03457964706420898,0.03504328800045187,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_12__position_04__formal_baseline_v1__inflation_000mm,measured,12,224,4,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.026491616249084474,0.0360316162109375,0.03643964999355376,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_12__position_05__formal_baseline_v1__inflation_005mm,measured,12,225,5,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.0263220157623291,0.03480806350708008,0.03522153599624289,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_12__position_06__formal_baseline_v1__inflation_010mm,measured,12,226,6,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.02664620876312256,0.03633241653442383,0.03675044899864588,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_12__position_07__formal_baseline_v1__inflation_015mm,measured,12,227,7,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03405382347106933,0.04612691116333008,0.04661520099762129,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_12__position_08__formal_baseline_v1__inflation_020mm,measured,12,228,8,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.025944128990173343,0.0348221435546875,0.035276893999252934,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_12__position_09__multiscene_candidate_001__inflation_000mm,measured,12,229,9,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.026170240402221677,0.03522272109985351,0.03572681899822783,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_12__position_10__multiscene_candidate_001__inflation_005mm,measured,12,230,10,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02564099216461182,0.03424665451049805,0.034834663005312905,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_12__position_11__multiscene_candidate_001__inflation_010mm,measured,12,231,11,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.027048672676086426,0.03625551986694336,0.03666958199755754,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_12__position_12__multiscene_candidate_001__inflation_015mm,measured,12,232,12,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026126048088073728,0.03615475082397461,0.03656317500281148,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_12__position_13__multiscene_candidate_001__inflation_020mm,measured,12,233,13,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.025489248275756833,0.03440332794189453,0.03484239400131628,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_12__position_14__multiscene_candidate_005__inflation_000mm,measured,12,234,14,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02704377555847168,0.03592396926879883,0.03644977699877927,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_12__position_15__multiscene_candidate_005__inflation_005mm,measured,12,235,15,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.034647199630737306,0.04618569564819336,0.046614270002464764,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_12__position_16__multiscene_candidate_005__inflation_010mm,measured,12,236,16,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.026036288261413573,0.035211326599121094,0.03579638899827842,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_12__position_17__multiscene_candidate_005__inflation_015mm,measured,12,237,17,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026362174987792968,0.03492185592651367,0.035325102995557245,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_12__position_18__multiscene_candidate_005__inflation_020mm,measured,12,238,18,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02614380836486816,0.03569049453735352,0.0361047230035183,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_12__position_19__multiscene_candidate_006__inflation_000mm,measured,12,239,19,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.026725054740905762,0.03585228729248047,0.03627266800322104,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_12__position_20__multiscene_candidate_006__inflation_005mm,measured,12,240,20,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.02580201530456543,0.034608062744140626,0.03501975099788979,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_13__position_01__formal_baseline_v1__inflation_020mm,measured,13,241,1,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02646246433258057,0.03571638488769531,0.0361538319993997,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_13__position_02__multiscene_candidate_001__inflation_000mm,measured,13,242,2,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.02589017677307129,0.034495742797851565,0.034903359999589156,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_13__position_03__multiscene_candidate_001__inflation_005mm,measured,13,243,3,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.026197376251220705,0.03657113647460938,0.037098835993674584,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_13__position_04__multiscene_candidate_001__inflation_010mm,measured,13,244,4,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.02697331237792969,0.03598851013183594,0.03646241300157271,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_13__position_05__multiscene_candidate_001__inflation_015mm,measured,13,245,5,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.02729830455780029,0.03580313491821289,0.03620978399703745,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
