attempt_id,round_id,execution_position,condition_id,scene_id,inflation_mm,planning_success,trajectory_shape,trajectory_finite,maximum_absolute_joint_difference_rad,mean_absolute_joint_difference_rad,trajectory_length_rad,frozen_trajectory_length_rad,trajectory_length_difference_rad,exact_frozen_trajectory_match,tolerance_frozen_trajectory_match_1e_7_rad
round_13__position_04__multiscene_candidate_001__inflation_010mm,13,244,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_13__position_05__multiscene_candidate_001__inflation_015mm,13,245,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_13__position_06__multiscene_candidate_001__inflation_020mm,13,246,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_13__position_07__multiscene_candidate_005__inflation_000mm,13,247,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_13__position_08__multiscene_candidate_005__inflation_005mm,13,248,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_13__position_09__multiscene_candidate_005__inflation_010mm,13,249,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_13__position_10__multiscene_candidate_005__inflation_015mm,13,250,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_13__position_11__multiscene_candidate_005__inflation_020mm,13,251,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_13__position_12__multiscene_candidate_006__inflation_000mm,13,252,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_13__position_13__multiscene_candidate_006__inflation_005mm,13,253,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_13__position_14__multiscene_candidate_006__inflation_010mm,13,254,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_13__position_15__multiscene_candidate_006__inflation_015mm,13,255,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_13__position_16__multiscene_candidate_006__inflation_020mm,13,256,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_13__position_17__formal_baseline_v1__inflation_000mm,13,257,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_13__position_18__formal_baseline_v1__inflation_005mm,13,258,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_13__position_19__formal_baseline_v1__inflation_010mm,13,259,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_13__position_20__formal_baseline_v1__inflation_015mm,13,260,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_14__position_01__multiscene_candidate_005__inflation_005mm,14,261,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_14__position_02__multiscene_candidate_005__inflation_010mm,14,262,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_14__position_03__multiscene_candidate_005__inflation_015mm,14,263,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_14__position_04__multiscene_candidate_005__inflation_020mm,14,264,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_14__position_05__multiscene_candidate_006__inflation_000mm,14,265,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_14__position_06__multiscene_candidate_006__inflation_005mm,14,266,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_14__position_07__multiscene_candidate_006__inflation_010mm,14,267,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_14__position_08__multiscene_candidate_006__inflation_015mm,14,268,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_14__position_09__multiscene_candidate_006__inflation_020mm,14,269,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_14__position_10__formal_baseline_v1__inflation_000mm,14,270,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_14__position_11__formal_baseline_v1__inflation_005mm,14,271,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_14__position_12__formal_baseline_v1__inflation_010mm,14,272,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_14__position_13__formal_baseline_v1__inflation_015mm,14,273,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_14__position_14__formal_baseline_v1__inflation_020mm,14,274,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True
round_14__position_15__multiscene_candidate_001__inflation_000mm,14,275,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True
round_14__position_16__multiscene_candidate_001__inflation_005mm,14,276,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_14__position_17__multiscene_candidate_001__inflation_010mm,14,277,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_14__position_18__multiscene_candidate_001__inflation_015mm,14,278,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_14__position_19__multiscene_candidate_001__inflation_020mm,14,279,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_14__position_20__multiscene_candidate_005__inflation_000mm,14,280,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_15__position_01__multiscene_candidate_006__inflation_015mm,15,281,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_15__position_02__multiscene_candidate_006__inflation_020mm,15,282,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_15__position_03__formal_baseline_v1__inflation_000mm,15,283,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_15__position_04__formal_baseline_v1__inflation_005mm,15,284,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_15__position_05__formal_baseline_v1__inflation_010mm,15,285,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_15__position_06__formal_baseline_v1__inflation_015mm,15,286,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_15__position_07__formal_baseline_v1__inflation_020mm,15,287,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True
round_15__position_08__multiscene_candidate_001__inflation_000mm,15,288,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True
round_15__position_09__multiscene_candidate_001__inflation_005mm,15,289,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_15__position_10__multiscene_candidate_001__inflation_010mm,15,290,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_15__position_11__multiscene_candidate_001__inflation_015mm,15,291,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_15__position_12__multiscene_candidate_001__inflation_020mm,15,292,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_15__position_13__multiscene_candidate_005__inflation_000mm,15,293,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_15__position_14__multiscene_candidate_005__inflation_005mm,15,294,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_15__position_15__multiscene_candidate_005__inflation_010mm,15,295,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_15__position_16__multiscene_candidate_005__inflation_015mm,15,296,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_15__position_17__multiscene_candidate_005__inflation_020mm,15,297,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_15__position_18__multiscene_candidate_006__inflation_000mm,15,298,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_15__position_19__multiscene_candidate_006__inflation_005mm,15,299,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_15__position_20__multiscene_candidate_006__inflation_010mm,15,300,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_16__position_01__multiscene_candidate_001__inflation_000mm,16,301,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True
round_16__position_02__multiscene_candidate_001__inflation_005mm,16,302,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_16__position_03__multiscene_candidate_001__inflation_010mm,16,303,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_16__position_04__multiscene_candidate_001__inflation_015mm,16,304,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_16__position_05__multiscene_candidate_001__inflation_020mm,16,305,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_16__position_06__multiscene_candidate_005__inflation_000mm,16,306,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_16__position_07__multiscene_candidate_005__inflation_005mm,16,307,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_16__position_08__multiscene_candidate_005__inflation_010mm,16,308,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_16__position_09__multiscene_candidate_005__inflation_015mm,16,309,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_16__position_10__multiscene_candidate_005__inflation_020mm,16,310,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_16__position_11__multiscene_candidate_006__inflation_000mm,16,311,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_16__position_12__multiscene_candidate_006__inflation_005mm,16,312,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_16__position_13__multiscene_candidate_006__inflation_010mm,16,313,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_16__position_14__multiscene_candidate_006__inflation_015mm,16,314,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_16__position_15__multiscene_candidate_006__inflation_020mm,16,315,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_16__position_16__formal_baseline_v1__inflation_000mm,16,316,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_16__position_17__formal_baseline_v1__inflation_005mm,16,317,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_16__position_18__formal_baseline_v1__inflation_010mm,16,318,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_16__position_19__formal_baseline_v1__inflation_015mm,16,319,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_16__position_20__formal_baseline_v1__inflation_020mm,16,320,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True
round_17__position_01__multiscene_candidate_005__inflation_010mm,17,321,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_17__position_02__multiscene_candidate_005__inflation_015mm,17,322,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_17__position_03__multiscene_candidate_005__inflation_020mm,17,323,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_17__position_04__multiscene_candidate_006__inflation_000mm,17,324,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_17__position_05__multiscene_candidate_006__inflation_005mm,17,325,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_17__position_06__multiscene_candidate_006__inflation_010mm,17,326,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_17__position_07__multiscene_candidate_006__inflation_015mm,17,327,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_17__position_08__multiscene_candidate_006__inflation_020mm,17,328,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_17__position_09__formal_baseline_v1__inflation_000mm,17,329,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_17__position_10__formal_baseline_v1__inflation_005mm,17,330,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_17__position_11__formal_baseline_v1__inflation_010mm,17,331,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_17__position_12__formal_baseline_v1__inflation_015mm,17,332,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_17__position_13__formal_baseline_v1__inflation_020mm,17,333,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True
round_17__position_14__multiscene_candidate_001__inflation_000mm,17,334,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True
round_17__position_15__multiscene_candidate_001__inflation_005mm,17,335,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_17__position_16__multiscene_candidate_001__inflation_010mm,17,336,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_17__position_17__multiscene_candidate_001__inflation_015mm,17,337,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_17__position_18__multiscene_candidate_001__inflation_020mm,17,338,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_17__position_19__multiscene_candidate_005__inflation_000mm,17,339,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_17__position_20__multiscene_candidate_005__inflation_005mm,17,340,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_18__position_01__multiscene_candidate_006__inflation_020mm,18,341,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True
round_18__position_02__formal_baseline_v1__inflation_000mm,18,342,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True
round_18__position_03__formal_baseline_v1__inflation_005mm,18,343,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True
round_18__position_04__formal_baseline_v1__inflation_010mm,18,344,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True
round_18__position_05__formal_baseline_v1__inflation_015mm,18,345,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True
round_18__position_06__formal_baseline_v1__inflation_020mm,18,346,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True
round_18__position_07__multiscene_candidate_001__inflation_000mm,18,347,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True
round_18__position_08__multiscene_candidate_001__inflation_005mm,18,348,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_18__position_09__multiscene_candidate_001__inflation_010mm,18,349,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_18__position_10__multiscene_candidate_001__inflation_015mm,18,350,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_18__position_11__multiscene_candidate_001__inflation_020mm,18,351,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_18__position_12__multiscene_candidate_005__inflation_000mm,18,352,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_18__position_13__multiscene_candidate_005__inflation_005mm,18,353,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_18__position_14__multiscene_candidate_005__inflation_010mm,18,354,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_18__position_15__multiscene_candidate_005__inflation_015mm,18,355,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_18__position_16__multiscene_candidate_005__inflation_020mm,18,356,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_18__position_17__multiscene_candidate_006__inflation_000mm,18,357,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_18__position_18__multiscene_candidate_006__inflation_005mm,18,358,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_18__position_19__multiscene_candidate_006__inflation_010mm,18,359,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
round_18__position_20__multiscene_candidate_006__inflation_015mm,18,360,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True
round_19__position_01__multiscene_candidate_001__inflation_005mm,19,361,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True
round_19__position_02__multiscene_candidate_001__inflation_010mm,19,362,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True
round_19__position_03__multiscene_candidate_001__inflation_015mm,19,363,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True
round_19__position_04__multiscene_candidate_001__inflation_020mm,19,364,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True
round_19__position_05__multiscene_candidate_005__inflation_000mm,19,365,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True
round_19__position_06__multiscene_candidate_005__inflation_005mm,19,366,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True
round_19__position_07__multiscene_candidate_005__inflation_010mm,19,367,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True
round_19__position_08__multiscene_candidate_005__inflation_015mm,19,368,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True
round_19__position_09__multiscene_candidate_005__inflation_020mm,19,369,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True
round_19__position_10__multiscene_candidate_006__inflation_000mm,19,370,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True
round_19__position_11__multiscene_candidate_006__inflation_005mm,19,371,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True
round_19__position_12__multiscene_candidate_006__inflation_010mm,19,372,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True
